date,economy_avg_sent,fed_avg_sent,finance_avg_sent,inflation_avg_sent,interest rate_avg_sent,tech regulation_avg_sent,trade war_avg_sent,trump_avg_sent
8/18/2025,0.13184,-0.1329,-0.1319,0,0,0.1154,0,-0.057807143
8/19/2025,0.064830769,-0.6369,-0.009885714,0.4215,-0.0516,0,0.19195,0.057269811
8/20/2025,0.03545,-0.273383333,0.040442857,0,0.4767,0,-0.0703,0.15606129
8/21/2025,-0.110417647,0.68345,-0.106583333,0,0,0,-0.19855,-0.002222222
8/22/2025,-0.168577273,0.003657143,-0.17396,0,0,0,-0.10525,-0.1311875
8/24/2025,-0.537866667,0.6423,0.3818,0,0.7351,0,-0.212733333,-0.104854545
8/25/2025,-0.165336364,0.0258,0.37605,0.200466667,0.7184,-0.7251,0.068,-0.173531034
8/26/2025,-0.201931818,-0.27395,0.097166667,0,0.408166667,-0.5859,0.7567,-0.162672727
8/27/2025,0.041515789,0.2521,-0.33295,-0.3613,-0.7351,0,0.12995,-0.134097368
8/28/2025,0.085,-0.483566667,0.2662,-0.5267,0,0,0.629,-0.068279167
8/29/2025,-0.12343,-0.091628571,-0.62255,-0.8834,0,-0.3111,0.3258,-0.100265909
8/31/2025,-0.0171875,-0.3866,-0.03675,0.4588,0.1882,0,0.4404,-0.1990125
9/1/2025,-0.287233333,0.2869,0.63365,-0.7184,0.0263,0,-0.001585714,-0.328094737
9/2/2025,-0.074473333,0.42935,-0.0317,0.1027,0,0,0.3818,-0.129677778
9/3/2025,0.109833333,0.2023,0.264433333,0.016066667,0,0.0703,-0.32952,-0.09325625
9/4/2025,-0.156786667,0.08808,-0.239475,0,-0.115866667,0,-0.30146,-0.140385294
9/5/2025,-0.055457895,0.2822,0.34916,0.07655,-0.234333333,-0.1027,0.06425,-0.173391176
9/7/2025,-0.087111111,0,-0.3138,0.0516,0.4404,0,-0.2353,-0.103970588
9/8/2025,-0.29474375,-0.462033333,-0.132266667,0.3818,0,-0.7351,0,-0.13850303
9/9/2025,-0.101357895,0.3506,-0.1141,-0.2855,-0.34,-0.43155,-0.04785,-0.133702128
9/10/2025,0.163814286,0.001033333,0.7351,0,0.044233333,0,-0.343916667,-0.046625
9/11/2025,-0.28965,-0.272871429,-0.01374,0.00115,0,0,0,-0.285552632
9/12/2025,-0.09266,-0.325333333,0.1353125,0.0916,0.14445,0.6124,-0.1684,-0.277438889
9/14/2025,-0.010011111,-0.2164,0.06402,0.765,-0.0054,0,0,-0.120061111
9/15/2025,-0.093964706,0,0.16256,0,0.2263,-0.836,-0.81435,-0.102211429
9/16/2025,0.053091667,-0.152372727,-0.137425,0,0.77995,0.2716,-0.7872,-0.13151
9/17/2025,-0.01645,0.086166667,-0.251422222,0,0.8779,-0.089266667,0.058933333,-0.211553061
9/18/2025,0.079091304,0.12928,0.2153,0.003266667,-0.120483333,0.0275,0,-0.044106
9/19/2025,0.1496125,-0.47355,0.13888,-0.1784,-0.43185,0.8779,0.021733333,-0.085338095
9/21/2025,0.086183333,-0.3121,-0.1244,0,-0.5267,0.4767,0.2582,-0.098995238
9/22/2025,0.177013333,0.1242,0.19078,0,-0.5267,-0.0293,-0.072225,-0.038954545
9/23/2025,-0.183207143,0.095233333,0.180133333,0.182825,-0.1782,-0.2985,-0.03818,-0.013019608
9/24/2025,-0.041694118,-0.3347,0.16185,0.023825,-0.3659,-0.24695,-0.66055,-0.118595082
9/25/2025,0.016446667,0.047142857,0.0844,-0.9128,0.094875,0.5056,0.124366667,-0.042530769
9/26/2025,-0.11229375,0.4404,0.1685,-0.20435,0.61655,-0.256966667,0.3548,-0.095993478
9/28/2025,-0.310171429,-0.5423,-0.2064,0,-0.1094,0.1527,-0.1187,-0.084071429
9/29/2025,0.05849,-0.146433333,-0.47365,0.040666667,0.1079,-0.0617,0,-0.003468293
9/30/2025,-0.055855556,-0.2628625,-1.00E-04,0.014628571,-0.0611,0,-0.24775,-0.118051852
